clause_id,clause_type,contract_name,text,char_len
asn_035_977d78,Anti-Assignment,"SPIENERGYCO,LTD_03_09_2011-EX-99.5-OPERATIONS AND MAINTENANCE AGREEMENT.PDF","Service Provider shall not, without the prior written consent of Owner, which consent will not be unreasonably withheld or delayed, assign,  pledge or transfer all or any part of, or any right or obligation under, this Agreement, whether voluntarily or by operation of law, and any such  assignment or transfer without such consent will be null and void; provided, however, that notwithstanding the foregoing, Service Provider may,  without the consent of Owner, assign,<omitted>pledge or transfer all or any part of Service Provider's payment rights under this Agreement (i) to any affiliate of Service Provider, (ii) to any party  that acquires Service Provider or all or substantially all of Service Provider's assets, or (iii) for security purposes in connection with any financing  and, provided further, that Service Provider shall remain fully liable for the performance of all of Service Provider's obligations under this  Agreement.",941
asn_036_0cfa62,Anti-Assignment,MphaseTechnologiesInc_20030911_10-K_EX-10.15_1560667_EX-10.15_Co-Branding Agreement.pdf,This Agreement shall not be assigned by mPhase without the prior          written consent of Lucent.,100
asn_037_ab4cb1,Anti-Assignment,"Magenta Therapeutics, Inc. - Master Development and Manufacturing Agreement.PDF","Bachem will not assign this Agreement without the prior written consent of Magenta, and any purported assignment in contravention of this Section 15.2 shall be null and void; provided, however, that either Party may assign this Agreement in connection with (i) the sale, transfer or other disposition of its assets related to this Agreement, (ii) a change in control of such Party, or (iii) the sale or transfer of substantially all of such Party's outstanding stock.",467
asn_038_0fa299,Anti-Assignment,JINGWEIINTERNATIONALLTD_10_04_2007-EX-10.7-INTELLECTUAL PROPERTY AGREEMENT.PDF,"This Agreement and all the rights and obligations of Party B hereunder shall not be assigned, pledged, sublicensed without the prior written consent of Party A.",160
asn_039_860377,Anti-Assignment,XYBERNAUTCORP_07_12_2002-EX-4-SPONSORSHIP AGREEMENT.PDF,Any such  assignment or delegation  made without the written consent of the  other  party  hereto  shall  be ab  inito  null and void and of no force or effect.,160
asn_040_623190,Anti-Assignment,SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement1.pdf,"Any purported assignment or transfer shall be null and void and shall constitute a material breach of this Agreement, for which we may immediately terminate without opportunity to cure pursuant to Section 10.2.3 of this Agreement.",230
asn_041_0da866,Anti-Assignment,FuseMedicalInc_20190321_10-K_EX-10.43_11575454_EX-10.43_Distributor Agreement.pdf,"The Distributor shall not assign, transfer, mortgage, charge, declare a trust of or deal in any other manner with this agreement or any of its rights and obligations under or arising out of this agreement, or purport to do any of the same; provided, however, the Distributor may assign or transfer this agreement to a Permitted Assignee without the consent of Supplier.",369
asn_042_70e70b,Anti-Assignment,CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT.PDF,"Customer may assign this Agreement without Changepoint's consent (i) to an Affiliate of Customer; or (ii) to a purchaser of all or substantially all of Customer's assets. Otherwise, neither this Agreement nor any rights granted hereby may be transferred or assigned by Customer to any other person without Changepoint's prior written consent, (such consent shall not be unreasonably withheld), and any such attempted assignment shall be null and void.",451
asn_043_f52a57,Anti-Assignment,NETGROCERINC_07_31_1998-EX-10.15-SPONSORSHIP AGREEMENT.PDF,"Neither party may assign this Agreement, in whole                   or in part, without the other party's written consent (which                   will not be unreasonably withheld), except that no such                   consent will be required in connection with (i) a merger,                   reorganization or sale of all, or substantially all, of such                   party's assets or (ii) the assignment and/or delegation of                   such party's rights and responsibilities hereunder to a                   wholly-owned subsidiary or joint venture in which that party                   holds an interest.",624
asn_044_512955,Anti-Assignment,EtonPharmaceuticalsInc_20191114_10-Q_EX-10.1_11893941_EX-10.1_Development Agreement.pdf,"The Parties shall not assign, encumber or otherwise transfer this Agreement or any part of it to any Third Party, without the prior written consent of the other Party.",167
asn_045_e85c50,Anti-Assignment,PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement.pdf,"Without the prior written consent of the other Party hereto, neither Party will sell, transfer, assign, pledge or otherwise dispose of, whether voluntarily, involuntarily, by operation of law or otherwise, this Agreement or any of its rights or duties hereunder; provided, however, that either Party may assign, sublicense or transfer this Agreement and all of its rights and obligations hereunder, in their entirety, to any of its Affiliates or to a successor in connection with the sale or other transfer of all or substantially all of its business or assets to which this Agreement relates, whether by merger, sale of stock, sale of assets or otherwise, and",660
asn_046_7a3047,Anti-Assignment,"COOLTECHNOLOGIES,INC_10_25_2017-EX-10.71-Strategic Alliance Agreement.PDF","Neither party shall assign or delegate this Agreement or any rights, duties or obligations hereunder to any other person and/or entity without prior express written approval of the other party.",193
asn_047_4bfcbb,Anti-Assignment,AgapeAtpCorp_20191202_10-KA_EX-10.1_11911128_EX-10.1_Supply Agreement.pdf,The Customer may not freely transfer or assign its rights or obligations under this agreement without the prior written consent of the Manufacturer.,148
asn_048_7ffad5,Anti-Assignment,AtnInternationalInc_20191108_10-Q_EX-10.1_11878541_EX-10.1_Maintenance Agreement.pdf,"Each Party may assign its rights under the Agreement, but any assignment of rights will be void to the extent that (i) the assignment purports to impose upon the non-assigning Party additional costs or obligations or requires AT&T to make payments to any Person other than Vendor, (ii) the assignment purports to preclude AT&T from dealing solely and directly with Vendor in all matters pertaining to this Agreement, including with respect to payments of Structured Payments and Maintenance Fees or (iii) the assignee is a Restricted Entity.",541
asn_049_645594,Anti-Assignment,CYBERIANOUTPOSTINC_07_09_1998-EX-10.13-PROMOTION AGREEMENT.PDF,"This Agreement may not be assigned by either party, except           (a) to the transferee of substantially all of the business operations           of such party (whether by asset sale, stock sale, merger or otherwise)           or (b) to any entity that controls, is controlled by or is under           common control with such party.",336
asn_050_ef46f8,Anti-Assignment,WELLSFARGOMORTGAGEBACKEDSECURITIES2006-6TRUST_05_11_2006-EX-10.3-Yield Maintenance Agreement.PDF,"No transfer, amendment, waiver, supplement, assignment or other modification of this Transaction (other than the pledge of this Transaction to the Master Servicer pursuant to the Pooling and Servicing Agreement) shall be permitted by either party unless Moody's and Fitch have been provided notice of the same and confirm in writing (including by facsimile transmission) that they will not downgrade, qualify, withdraw or otherwise modify its then-current rating of the Certificates; provided however that except with respect to a transfer at the direction of UBS, nothing in this provision shall impose any obligation on UBS to give notice to any rating agency.",662
asn_051_b5577a,Anti-Assignment,BLACKSTONEGSOLONG-SHORTCREDITINCOMEFUND_05_11_2020-EX-99.(K)(1)-SERVICE AGREEMENT.PDF,"This Agreement shall be binding upon the parties hereto and their respective successors and assigns; provided that this Agreement may not be assigned, or otherwise transferred, in whole or in part, by either party without the prior written consent of the other party, which the other party will not unreasonably withhold, condition or delay; and provided further that (i) consent is not required for an assignment to an affiliate of Agent and (ii) any reorganization, merger, consolidation, sale of assets or other form of business combination by Agent shall not be deemed to constitute an assignment of this Agreement.",619
asn_052_5bfdb8,Anti-Assignment,EcoScienceSolutionsInc_20180406_8-K_EX-10.1_11135398_EX-10.1_Sponsorship Agreement.pdf,"This Agreement, or the rights granted under it, may not be assigned transferred or sublicense by either party without the express prior written consent of the other party.",171
asn_053_d708ea,Anti-Assignment,LECLANCHÉ S.A. - JOINT DEVELOPMENT AND MARKETING AGREEMENT.PDF,"Neither Party may assign, delegate, or transfer this Agreement or any of its rights or duties hereunder, without the prior written consent of the other Party.",158
asn_054_f7f8e1,Anti-Assignment,NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_New.pdf,"Neither this Agreement nor any of the rights, interests or obligations hereunder shall be assigned by any of the parties hereto without the prior written consent of the other party to this Agreement; provided, however, that Licensor may assign this Agreement to a subsidiary or entity controlling, controlled by or under common control with Licensor.",350
asn_055_65adfe,Anti-Assignment,IMMUNOMEDICSINC_08_07_2019-EX-10.1-PROMOTION AGREEMENT.PDF,"Neither this Agreement nor any rights or obligations of a Party may be assigned, delegated or otherwise transferred by such Party without the prior written consent of the other Party; provided, however, that Janssen may, without such consent but with prior written notice to Company, assign, delegate and transfer this Agreement or all or any of its rights and obligations under this Agreement to (a) any Third Party that acquires substantially all Janssen's assets relating to the Product in the





Territory or (b) any Affiliate of Janssen.",544
asn_056_bf9a9a,Anti-Assignment,ArmstrongFlooringInc_20190107_8-K_EX-10.2_11471795_EX-10.2_Intellectual Property Agreement.pdf,"Except as otherwise provided in this Agreement, including under Section 7.1, neither this Agreement nor any of the rights, interests or obligations of any Party under this Agreement shall be assigned, in whole or in part, by operation of law or otherwise, by either Party without the prior written consent of the other Party; provided, however, that (a) either Party may assign any of the foregoing in connection with the sale or other transfer of the applicable business or assets of such Party or its Affiliates to which this Agreement relates (except that neither of the Buyer Entities may assign any such rights, interests or obligations with respect to the Arizona Licensed Trademarks); (b) Arizona may assign any of the foregoing to one or more of its Affiliates and (c) the Company and Buyer may assign any of the foregoing to one or more of its Subsidiaries, controlled Affiliates, AWP, or any holding company that is a direct or indirect parent of the Company; provided that in each case (b) and (c), no assignment shall relieve the assigning Party of any of its obligations under this Agreement unless agreed to by the non-assigning Party.",1149
asn_057_f11f2d,Anti-Assignment,HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement.PDF,"AbbVie may use one (1) or more of its Affiliates to perform its obligations and duties hereunder and such AbbVie Affiliates are expressly granted certain rights herein; provided that each such Affiliate shall be bound by the corresponding obligations of AbbVie and, subject to an assignment to such Affiliate pursuant to Section 13.4, AbbVie shall remain liable hereunder for the prompt payment and performance of all their respective obligations hereunder.",457
asn_058_94725b,Anti-Assignment,RandWorldwideInc_20010402_8-KA_EX-10.2_2102464_EX-10.2_Co-Branding Agreement.pdf,"Either party may assign or otherwise transfer all or part of this Agreement to any of its Affiliates, and for as long as it remains an Affiliate; provided that no such assignment shall relieve a party of any of its obligations under this Agreement.",248
asn_059_30708e,Anti-Assignment,IdeanomicsInc_20151124_8-K_EX-10.2_9354744_EX-10.2_Content License Agreement.pdf,"Except as otherwise specified in the previous sentence, Licensee may not sublicense any of its rights under Section 2(a) without Licensor's prior written consent, which shall not be unreasonably withheld or delayed.",215
asn_060_da3004,Anti-Assignment,TodosMedicalLtd_20190328_20-F_EX-4.10_11587157_EX-4.10_Marketing Agreement_ Reseller Agreement.pdf,"This Agreement and the rights granted hereunder shall not be assigned, encumbered by security interest or otherwise transferred by the Reseller without the prior written consent of Todos, except for the assignment or transfer of rights to a subsidiary company or an affiliated company.",285
asn_061_fb476c,Anti-Assignment,LiquidmetalTechnologiesInc_20200205_8-K_EX-10.1_11968198_EX-10.1_Development Agreement.pdf,"Neither this Agreement nor any rights or obligations hereunder shall be transferred or assigned by either Party without the written consent of the other Party, which consent shall not be unreasonably withheld; provided, however, that Liquidmetal shall have the right, without the prior written consent of Eutectix, to assign its warranty rights and other rights hereunder with respect to specific Liquidmetal Products to the Customers of such Liquidmetal Products.",464
asn_062_e35b9d,Anti-Assignment,MPLXLP_06_17_2015-EX-10.1-TRANSPORTATION SERVICES AGREEMENT.PDF,"This Agreement shall be binding upon and inure to the benefit of the Parties and their successors and permitted assigns; provided, however, that the rights and obligations of any Party under this Agreement shall not be assignable by such Party without the prior written consent of the<omitted>other Party pursuant to Section 8.1.",329
asn_063_15f431,Anti-Assignment,STARTECGLOBALCOMMUNICATIONSCORP_11_16_1998-EX-10.30-CONSTRUCTION AND MAINTENANCE AGREEMENT.PDF,"Except in accordance  with  Subparagraph  30.2, no Party may assign the          whole of its rights under this Agreement without the written consent of          all the other Parties, such consent shall not be unreasonably withheld.",233
asn_064_8c994c,Anti-Assignment,"INTERSECTENT,INC_05_11_2020-EX-10.1-SUPPLY AGREEMENT.PDF","Neither this Agreement nor any interest herein may be assigned, in whole or in part, by either party without the prior written consent of the other, which consent shall not be unreasonably withheld or delayed, except that either party may assign its rights and obligations under this Agreement: (a) to an affiliate, division or subsidiary of such party; and/or (b) to any third party that acquires all or substantially all of the stock or assets of such party, whether by asset sale, stock sale, merger or otherwise, and, in any such event such assignee shall assume the transferring party's obligations hereunder.",614
asn_065_7f8b07,Anti-Assignment,UpjohnInc_20200121_10-12G_EX-2.6_11948692_EX-2.6_Manufacturing Agreement_ Supply Agreement.pdf,Any attempted assignment that contravenes the terms of this Agreement shall be void ab initio and of no force or effect.,120
asn_066_8ecf0c,Anti-Assignment,"PACIRA PHARMACEUTICALS, INC. - A&R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT .PDF","Subject to Section 20.2, neither Party shall, nor shall it purport to, assign, license, transfer or change any of its rights or  obligations under this Agreement without the prior written consent of the other, such consent not to be unreasonably withheld  conditioned or delayed; provided, however, that except as provided in Section 20.4 either Party may assign its rights hereunder to an  Affiliate or to any successor by merger, consolidation, sale of stock or other equity interests or the sale of substantially all of the assets of  such Party without the consent of the other Party.",588
asn_067_3e4e76,Anti-Assignment,MARTINMIDSTREAMPARTNERSLP_01_23_2004-EX-10.3-TRANSPORTATION SERVICES AGREEMENT.PDF,Neither party shall assign this Agreement without the express written consent of the other party.,97
asn_068_639dbd,Anti-Assignment,ParatekPharmaceuticalsInc_20170505_10-KA_EX-10.29_10323872_EX-10.29_Outsourcing Agreement.pdf,"The Parties agree that the license grant contained in this Section 11.3 is personal to Supplier only and shall be exercised by Supplier only,",141
asn_069_248d1d,Anti-Assignment,OLDAPIWIND-DOWNLTD_01_08_2016-EX-1.3-AGENCY AGREEMENT1.pdf,No party may transfer or assign its rights or obligations under this Agreement without the prior written consent of the other parties and any transfer or assignment or purported transfer or assignment in contravention of this Section 18 shall be void and without force or effect.,279
law_000_f687c4,Governing Law,"DUOSTECHNOLOGIESGROUP,INC_04_21_2009-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.PDF","This Agreement shall be governed by and interpreted under the laws of the State of Florida, USA,.",97
law_001_494e2f,Governing Law,UpjohnInc_20200121_10-12G_EX-2.6_11948692_EX-2.6_Manufacturing Agreement_ Supply Agreement.pdf,"This Agreement and all Actions (whether in contract or tort) that may be based upon, arise out of or relate to this Agreement or the negotiation, execution or performance hereof or thereof shall be governed by and construed in accordance with the Law of the State of Delaware, without regard to any Laws or principles thereof that would result in the application of the Laws of any other jurisdiction.",401
law_002_5cecc2,Governing Law,"Antares Pharma, Inc. - Manufacturing Agreement.PDF","This Agreement shall be governed by and interpreted in accordance with the substantive laws of the State of New York, without regard to its conflict of law provisions.",167
law_003_0df340,Governing Law,TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT.PDF,This AGREEMENT shall be governed by and construed under the   Laws of the Republic of South Africa.,99
law_004_01e49a,Governing Law,SLINGERBAGINC_05_27_2020-EX-10.7-CONSULTING AGREEMENT.PDF,"This Agreement will be construed and interpreted in accordance with the laws of the State of New York without reference to its conflicts of laws principles or the conflicts of laws principles of any other jurisdiction, and each of the parties hereto expressly attorns to the jurisdiction of the courts of the State of New York.",327
law_005_c2fec2,Governing Law,GOCALLINC_03_30_2000-EX-10.7-Promotion Agreement.PDF,"This Agreement will be governed by and construed in accordance with the laws of the State of California, exclusive of conflicts of law principles, and will, to the maximum extent practicable, be deemed to call for performance in Los Angeles County, California.",260
law_006_14ddf1,Governing Law,CHAPARRALRESOURCESINC_03_30_2000-EX-10.66-TRANSPORTATION CONTRACT.PDF,Effective legislation of the Republic of Kazakhstan shall apply to any      relations of the Parties arising out of this Contract.,130
law_007_837748,Governing Law,BerkshireHillsBancorpInc_20120809_10-Q_EX-10.16_7708169_EX-10.16_Endorsement Agreement.pdf,This Agreement shall be governed by and construed in accordance with the laws of the State of Connecticut.,106
law_008_a45bcf,Governing Law,PRIMEENERGYRESOURCESCORP_04_02_2007-EX-10.28-COMPLETION AND LIQUIDITY MAINTENANCE AGREEMENT.PDF,"This Agreement shad be deemed a contract made under and shall be construed in accordance with and governed by the laws ofthe State ofTexas  and that actions arising out ofthis Agreement may be litigated in courts having situs in Harris County, Texas.",250
law_009_97f1e7,Governing Law,GpaqAcquisitionHoldingsInc_20200123_S-4A_EX-10.6_11951677_EX-10.6_License Agreement.pdf,"This Agreement will be governed in all respects by the laws of the State of Ohio (without regard to conflicts of law provisions), as such laws are applied to agreements entered into and to be performed entirely within the State of Ohio between Ohio residents.",259
law_010_cc29ec,Governing Law,MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement.pdf,"THIS AGREEMENT SHALL BE GOVERNED BY, AND CONSTRUED AND INTERPRETED IN ACCORDANCE WITH, THE LAW OF THE STATE OF NEW YORK.",120
law_011_84c139,Governing Law,GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.PDF,"This Agreement will be governed by and construed in             accordance with the laws of the State of New York, notwithstanding             the actual state or country of residence or incorporation of Excite             or Client.",233
law_012_b49dc8,Governing Law,SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement.pdf,"This Distributor Agreement shall be exclusively governed, construed, enforced and controlled by the laws of the United States of America and of the State of Texas.",163
law_013_e857b0,Governing Law,HYPERIONSOFTWARECORP_09_28_1994-EX-10.47-EXCLUSIVE DISTRIBUTOR AGREEMENT.PDF,"This Agreement shall be governed by and construed in accordance with the laws of the State of Connecticut, U.S.A. without regard to its conflict of taws provision.",163
law_014_cda73f,Governing Law,"ROCKYMOUNTAINCHOCOLATEFACTORY,INC_12_23_2019-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.PDF",This Joinder Agreement and the rights of the parties hereto shall be governed by and construed in accordance with the laws of the State of New York applicable to contracts made and to be performed therein.,205
law_015_3cc200,Governing Law,IpassInc_20181203_8-K_EX-99.1_11445874_EX-99.1_Reseller Agreement.pdf,The laws of California shall govern the construction and enforceability of the Agreement.,89
law_016_8b5fe8,Governing Law,WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.PDF,This Agreement shall be governed by and construed in accordance with the laws of the State of California exclusive of its conflict of laws principles.,150
law_017_2a8e5b,Governing Law,"OMINTO,INC_03_29_2004-EX-10-RESELLER AGREEMENT.PDF","The laws of the State of Florida shall govern this      Agreement, without reference to conflicts of law provisions.",116
law_018_6bf1e2,Governing Law,ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT.PDF,This  Agreement  shall  be  construed  in accordance with the laws of the State of Kansas.,90
law_019_65b889,Governing Law,ImpresseCorp_20000322_S-1A_EX-10.11_5199234_EX-10.11_Co-Branding Agreement.pdf,This Agreement shall be governed by and interpreted under the laws of the State of Delaware without regard to its conflicts of law provisions.,142
law_020_439125,Governing Law,RangeResourcesLouisianaInc_20150417_8-K_EX-10.5_9045501_EX-10.5_Transportation Agreement.pdf,This Agreement shall be governed and construed in accordance with the laws of the state of Texas without giving effect to the conflict of law rules thereof.,156
law_021_a7e2d9,Governing Law,IdeanomicsInc_20151124_8-K_EX-10.2_9354744_EX-10.2_Content License Agreement.pdf,"The merits of the dispute shall be resolved in accordance with the laws of the State of New York, without reference to its choice of law rules.",143
law_022_f3b22e,Governing Law,"CARDAX,INC_08_19_2014-EX-10.1-COLLABORATION AGREEMENT.PDF",This Agreement shall be governed by and interpreted in accordance under the laws of the State of New York.,106
law_023_85f2d4,Governing Law,HfEnterprisesInc_20191223_S-1_EX-10.22_11931299_EX-10.22_Development Agreement.pdf,This Agreement shall be governed in accordance with the laws of the State of New York without regard to conflict of laws principles.,132
law_024_b4571b,Governing Law,"ROCKYMOUNTAINCHOCOLATEFACTORY,INC_12_23_2019-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.PDF","This Agreement shall be governed and construed in accordance with the laws of the State of New York applicable to contracts made and wholly performed within such state, except for matters directly within the purview of the DGCL, which shall be governed by the DGCL.",265
law_025_4dbf0c,Governing Law,HUBEIMINKANGPHARMACEUTICALLTD_09_19_2006-EX-10.1-OUTSOURCING AGREEMENT.PDF,"This Agreement shall be governed by and construed in accordance with the laws of the State of Nevada, USA in force therein without regard to its conflict of law rules.",167
law_026_7260bc,Governing Law,2ThemartComInc_19990826_10-12G_EX-10.10_6700288_EX-10.10_Co-Branding Agreement_ Agency Agreement.pdf,This Agreement will be governed and construed in accordance with the laws of the State of California without giving effect to conflict of laws principles.,154
law_027_6ae535,Governing Law,"VAXCYTE,INC_05_22_2020-EX-10.19-SUPPLY AGREEMENT.PDF","This Supply Agreement shall be governed by, and construed and enforced in accordance with, the laws of the State of California, without regard to any conflict of laws rules to the contrary.",189
law_028_ede775,Governing Law,MusclepharmCorp_20170208_10-KA_EX-10.38_9893581_EX-10.38_Co-Branding Agreement.pdf,"This Agreement has been executed and delivered in Los Angeles County in the State of California, and its interpretation, validity and performance shall be construed and enforced in accordance with the laws of the State of California.",233
law_029_68a360,Governing Law,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_POWEROF.pdf,This Limited Power of Attorney shall be governed and construed in accordance with the laws of the Commonwealth of Pennsylvania without reference to principles of conflicts of laws.,180
law_030_50e3db,Governing Law,"GOOSEHEADINSURANCE,INC_04_02_2018-EX-10.6-Franchise Agreement.PDF","This Agreement will be interpreted and construed exclusively under the laws of the State of Texas, which laws will prevail in the event of any conflict of law (without regard to, and without giving effect to, the application of Texas choice-of-law rules); provided, however, that if the covenants in Section 19 of this Agreement would not be enforced as written under

Page 55 of 80





Texas law, then the parties agree that those covenants will instead be interpreted and construed under the laws of the state in which the Franchised Business is located.",557
law_031_77c69f,Governing Law,TUNIUCORP_03_06_2014-EX-10-COOPERATION AGREEMENT.PDF,"This Agreement shall be governed by and interpreted pursuant to the laws of the People's Republic of China that are promulgated and are publicly available, provided that the general international business practices shall apply if the laws of the People's Republic of China that are promulgated and are publicly available do not involve any matter in relation to this Agreement.",377
law_032_ddc549,Governing Law,LECLANCHÉ S.A. - JOINT DEVELOPMENT AND MARKETING AGREEMENT.PDF,This Agreement shall be governed by and construed in accordance with Swiss law.,79
law_033_1240f9,Governing Law,ElPolloLocoHoldingsInc_20200306_10-K_EX-10.16_12041700_EX-10.16_Development Agreement.pdf,"This Agreement, after review by Developer and El Pollo Loco, was accepted in the state in which Franchisor's then-current headquarters (currently the State of California) is located and shall be governed by and construed in accordance with the laws of such state, except that the provisions in Section 20.1 covering competition following the expiration, termination or assignment of this Agreement shall be governed by the laws of the state in which the breach occurs.",468
law_034_6f78aa,Governing Law,BIOAMBERINC_04_10_2013-EX-10.34-DEVELOPMENT AGREEMENT (1).pdf,"This Development Agreement shall be governed by and construed in accordance with the laws of the State of Minnesota,  United States of America, disregarding its conflicts of law rules.",184
law_035_d3d142,Governing Law,TcPipelinesLp_20160226_10-K_EX-99.12_9454048_EX-99.12_Transportation Agreement.pdf,Any controversy between the parties arising under this Agreement and not resolved by the parties shall be determined in accordance with the laws of the State of Michigan.,170
law_036_17a770,Governing Law,VALENCETECHNOLOGYINC_02_14_2003-EX-10-JOINT VENTURE CONTRACT.PDF,"The formation, validity, interpretation and implementation of this Contract, and any disputes arising under this Contract, shall be governed by the published laws of the People's Republic of China.",197
law_037_7d7ae7,Governing Law,USASYNTHETICFUELCORP_10_21_2010-EX-10.10-STRATEGIC ALLIANCE AGREEMENT.PDF,"This Agreement, and the rights and obligations of the Parties hereunder, shall be subject to, and construed in accordance with, the laws of the State of New York.",162
law_038_08a2ff,Governing Law,RitterPharmaceuticalsInc_20200313_S-4A_EX-10.54_12055220_EX-10.54_Development Agreement.pdf,"This Agreement shall be governed by, and construed and interpreted in accordance with, the laws of the State of Delaware, without reference to its conflicts of laws principles.",176
law_039_120377,Governing Law,AudibleInc_20001113_10-Q_EX-10.32_2599586_EX-10.32_Co-Branding Agreement_ Marketing Agreement_ Investment Distribution Agreement.pdf,"This Agreement will be interpreted, construed and enforced in accordance with the Laws of the State of Washington, without reference to its choice of Laws rules.",161
law_040_2360cb,Governing Law,"KIROMICBIOPHARMA,INC_04_08_2020-EX-10.28-JOINT VENTURE AGREEMENT.PDF","All disputes arising out of or in connection with this Agreement shall be finally settled under the Rules of Arbitration of the International Chamber of Commerce by one or more arbitrators appointed in accordance with the said Rules. Any such arbitration shall (i) be subject to the application of the Italian Law, (ii) take place in Paris, France and (iii) be conducted in English.",382
law_041_fad41c,Governing Law,RandWorldwideInc_20010402_8-KA_EX-10.2_2102464_EX-10.2_Co-Branding Agreement.pdf,"This Agreement shall be governed by, and construed in accordance with, the Laws of the State of New York, applicable to contracts executed in and to be performed entirely within that<omitted>state.",197
law_042_ae77dc,Governing Law,"PACIRA PHARMACEUTICALS, INC. - A&R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT .PDF","This Agreement and the relationship between the Parties shall be governed by, and interpreted in accordance with New  York law without regard to provisions related to conflicts of laws, and, except as provided in Section 21.2 above, the Parties agree to submit  any dispute to the exclusive jurisdiction of the federal and state courts sitting in New York.",356
law_043_1a78ac,Governing Law,NmfSlfIInc_20200115_10-12GA_EX-10.5_11946987_EX-10.5_Trademark License Agreement.pdf,"This Agreement shall be governed by, and construed in accordance with, the laws of the State of New York without giving effect to the principles of conflicts of law rules.",171
law_044_0e0c76,Governing Law,BellringBrandsInc_20190920_S-1_EX-10.12_11817081_EX-10.12_Manufacturing Agreement1.pdf,"All matters relating to this Agreement, the rights of the Parties hereunder and the construction of the terms hereof shall be governed by the laws of the State of California, without regard to conflicts of laws principles.",222
law_045_d013c5,Governing Law,PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement.pdf,"This Agreement is entered into in the State of Texas and shall be governed, interpreted and construed in accordance with the laws of the State of Texas without regard to the conflicts of laws provisions thereof.",211
law_046_7dfcd9,Governing Law,HertzGroupRealtyTrustInc_20190920_S-11A_EX-10.8_11816941_EX-10.8_Trademark License Agreement.pdf,The provisions of this Agreement shall be governed by and construed in accordance with the laws of the State of California (excluding any conflict of law rule or principle that would refer to the laws of another jurisdiction).,226
law_047_7355c8,Governing Law,"BELLICUMPHARMACEUTICALS,INC_05_07_2019-EX-10.1-Supply Agreement.PDF","This Agreement shall be governed in all respects by, and construed and enforced in accordance with, the laws of the State of New York, USA, without regard to the conflict of law provisions thereof or the United Nations Convention on Contracts for the International Sale of Goods; provided, however, that any dispute relating to the scope, validity, enforceability or infringement of any Intellectual Property Right will be governed by, and construed and enforced in accordance with, the substantive laws of the jurisdiction in which such Intellectual Property Right applies.",574
law_048_bec7af,Governing Law,TRIZETTOGROUPINC_08_18_1999-EX-10.17-TECHNICAL INFRASTRUCTURE MAINTENANCE AGREEMENT.PDF,This Agreement shall be interpreted in accordance with the                   laws of the State of Indiana.,106
law_049_f8f2ef,Governing Law,"BLUEHILLSBANCORP,INC_05_20_2014-EX-1.1-AGENCY AGREEMENT.PDF",This Agreement shall be governed by and construed in accordance with the laws of the State of New York without regard to principles of conflicts of law.,152
law_050_b36dfc,Governing Law,"HERTZGLOBALHOLDINGS,INC_07_07_2016-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT.PDF","This Agreement and all disputes or controversies arising out of or relating to this Agreement or the transactions contemplated hereby shall be governed by, and construed in accordance with, the internal laws of the State of New York, without regard to the laws of any other jurisdiction that might be applied because of the conflicts of laws principles of the State of New York.",378
law_051_c94b6b,Governing Law,AtnInternationalInc_20191108_10-Q_EX-10.1_11878541_EX-10.1_Maintenance Agreement.pdf,"The laws of the State of New York (excluding any laws that direct the application of another jurisdiction's law) govern all matters arising out of or relating to this Agreement and all of the transactions it contemplates, including its validity, interpretation, construction, performance, and enforcement.",305
law_052_9e9e9b,Governing Law,MACROGENICSINC_08_02_2013-EX-10-COLLABORATION AGREEMENT.PDF,"Except as otherwise indicated, in all other respects, the right and obligations of the Parties under this Agreement shall be governed by and construed in accordance with the laws of the ***.",190
